SHE:000156,29.0,1379.0,80.0,buy,2015-08-03
SHE:002653,24.7,1619.0,80.0,buy,2015-08-03
SHA:600809,19.25,2077.0,80.0,buy,2015-08-03
SHA:603288,34.32,1165.0,80.0,buy,2015-08-03
SHA:600998,21.42,1867.0,80.0,buy,2015-08-03
SHE:300015,33.83,1182.0,80.0,buy,2015-08-03
SHE:002153,99.23,403.0,80.0,buy,2015-08-03
SHA:600188,11.27,3549.0,80.0,buy,2015-08-03
SHE:000999,29.96,1335.0,80.0,buy,2015-08-03
SHA:601231,15.48,2583.0,80.0,buy,2015-08-03
SHE:000937,6.13,6525.0,80.0,buy,2015-08-03
SHA:600485,40.18,995.0,80.0,buy,2015-08-03
SHE:002051,23.55,1698.0,80.0,buy,2015-08-03
SHA:601098,22.64,1766.0,80.0,buy,2015-08-03
SHE:300003,41.98,952.0,80.0,buy,2015-08-03
SHA:600578,6.91,5788.0,80.0,buy,2015-08-03
SHA:600383,12.25,3265.0,80.0,buy,2015-08-03
SHA:600066,20.45,1955.0,80.0,buy,2015-08-03
SHA:601991,6.66,6006.0,80.0,buy,2015-08-03
SHE:002294,30.74,1301.0,80.0,buy,2015-08-03
